Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Bateria interna interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM,Terminal information,Carregamento,Funcionamento,Alarmes internos,Rastramento,Gás/Oléo,Reboot_Detectado,Motivo_Reboot,Intervalo_Desde_Ultima,Serial_Reset,Observacoes,Intervalo_Entre_Mensagens
2025-08-20 09:34:21,2025-08-02 09:20:46,865209077285162,364,Modo econômico,77,GT06V4,555.0,12.7,,0.0,6.0,,0.0,32.0,-22.935718,-43.185653,02D4,0B,E0B1,092C0A0D,0.0,1.0,4440.9,06-15:23:36,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:34:21,2025-08-02 10:20:46,865209077285162,380,Modo econômico,77,GT06V4,555.0,12.7,,0.0,6.0,,0.0,32.0,-22.935718,-43.185653,02D4,0B,E0B1,092C0A03,0.0,1.0,4440.9,06-15:23:36,4.0,,,,,,,,False,,,False,,3600.0
2025-08-20 09:34:21,2025-08-02 11:16:32,865209077285162,395,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,32.0,-22.935718,-43.185653,02D4,0B,E0B1,2C0A35,0.0,1.0,4440.9,,,,1000111.0,Carregamento on,Normal,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,3346.0
2025-08-20 09:34:21,2025-08-02 11:19:32,865209077285162,399,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.0,,1.0,5.0,,0.0,32.0,-22.935718,-43.185653,02D4,0B,E0B1,092C0A35,0.0,0.0,4440.9,06-15:26:36,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:21,2025-08-02 11:22:27,865209077285162,400,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,46.0,164.0,-22.938642,-43.183551,02D4,0B,E0B1,2C0A48,0.0,1.0,4441.3,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,175.0
2025-08-20 09:34:21,2025-08-02 11:22:42,865209077285162,402,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,178.0,-22.940527,-43.182996,02D4,0B,E0B1,2C0A48,0.0,0.0,4441.5,,,,110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo,False,,,False,,15.0
2025-08-20 09:34:21,2025-08-02 11:22:51,865209077285162,403,Posicionamento por tempo em movimento,77,GT06V4,555.0,13.8,,1.0,8.0,,47.0,166.0,-22.941667,-43.182627,02D4,0B,E0B1,092C0A48,0.0,1.0,4441.6,06-15:29:36,4.0,,,,,,,,False,,,False,,9.0
2025-08-20 09:34:21,2025-08-02 11:23:03,865209077285162,404,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,55.0,218.0,-22.942778,-43.183191,02D4,0B,E0B1,28B549,0.0,1.0,4441.8,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,12.0
2025-08-20 09:34:21,2025-08-02 11:23:14,865209077285162,405,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,12.0,188.0,-22.943658,-43.183707,02D4,0B,E0B1,27C20C,0.0,1.0,4441.9,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,11.0
2025-08-20 09:34:21,2025-08-02 11:24:30,865209077285162,406,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,58.0,190.0,-22.945033,-43.181996,02D4,0B,E0B1,2C5E16,0.0,1.0,4442.1,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,76.0
2025-08-20 09:34:21,2025-08-02 11:24:37,865209077285162,407,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,174.0,-22.946,-43.182071,02D4,0B,E0B1,2C5E16,0.0,0.0,4442.3,,,,110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo,False,,,False,,7.0
2025-08-20 09:34:21,2025-08-02 11:25:41,865209077285162,408,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,2.0,-22.949756,-43.181773,02D4,0B,E0B1,27CD49,0.0,0.0,4442.8,,,,100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo,False,,,False,,64.0
2025-08-20 09:34:21,2025-08-02 11:26:41,865209077285162,411,Modo econômico,77,GT06V4,555.0,13.0,,0.0,8.0,,0.0,2.0,-22.949882,-43.182022,02D4,0B,E0B1,0927CD03,0.0,1.0,4442.8,06-15:32:26,4.0,,,,,,,,False,,,False,,60.0
2025-08-20 09:34:22,2025-08-02 11:33:58,865209077285162,414,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,2.0,-22.949882,-43.182022,02D4,0B,E0B1,27CD03,0.0,1.0,4442.8,,,,1000111.0,Carregamento on,Normal,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,437.0
2025-08-20 09:34:22,2025-08-02 11:36:58,865209077285162,418,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.2,,1.0,11.0,,33.0,354.0,-22.949031,-43.185818,02D4,0B,E0B1,0927E847,0.0,1.0,4443.3,06-15:35:26,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:22,2025-08-02 11:39:58,865209077285162,420,Posicionamento por tempo em movimento,77,GT06V4,555.0,13.9,,1.0,10.0,,0.0,214.0,-22.944387,-43.186542,02D4,0B,E0B1,0927C20C,0.0,1.0,4444.0,06-15:38:26,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:22,2025-08-02 11:40:17,865209077285162,421,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,214.0,-22.944371,-43.186542,02D4,0B,E0B1,27C20C,0.0,1.0,4444.0,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,19.0
2025-08-20 09:34:22,2025-08-02 11:41:17,865209077285162,423,Modo econômico,77,GT06V4,555.0,12.4,,0.0,10.0,,0.0,214.0,-22.944371,-43.186542,02D4,0B,E0B1,0927C20C,0.0,1.0,4444.0,06-15:38:45,4.0,,,,,,,,False,,,False,,60.0
2025-08-20 09:34:22,2025-08-02 11:42:32,865209077285162,425,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,214.0,-22.944371,-43.186542,02D4,0B,E0B1,27C20C,0.0,1.0,4444.0,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,75.0
2025-08-20 09:34:22,2025-08-02 11:42:34,865209077285162,427,IGF,77,GT06V4,,,Bateria extremamente alta,0.0,12.0,,0.0,214.0,-22.944371,-43.186542,02D4,0B,E0B1,27C20C,0.0,1.0,4444.0,,,,1000100.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,2.0
2025-08-20 09:34:22,2025-08-02 11:42:39,865209077285162,429,IGN,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,214.0,-22.944371,-43.186542,02D4,0B,E0B1,27C20C,0.0,1.0,4444.0,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,5.0
2025-08-20 09:34:22,2025-08-02 11:45:39,865209077285162,431,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,11.0,,0.0,232.0,-22.947187,-43.187942,02D4,0B,E0B1,0927E80D,0.0,1.0,4444.4,06-15:41:47,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:22,2025-08-02 11:48:39,865209077285162,433,Posicionamento por tempo em movimento,77,GT06V4,555.0,13.9,,1.0,10.0,,0.0,162.0,-22.947904,-43.18788,02D4,0B,E0B1,0927E801,0.0,1.0,4444.4,06-15:44:47,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:22,2025-08-02 11:51:39,865209077285162,435,Posicionamento por tempo em movimento,77,GT06V4,555.0,13.8,,1.0,9.0,,0.0,158.0,-22.948927,-43.187529,02D4,0B,E0B1,0927E801,0.0,1.0,4444.4,06-15:47:47,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:22,2025-08-02 11:54:39,865209077285162,437,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.2,,1.0,11.0,,30.0,248.0,-22.951016,-43.193689,02D4,0B,E0B1,0927DC01,0.0,1.0,4445.3,06-15:50:47,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:22,2025-08-02 11:55:52,865209077285162,438,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,47.0,202.0,-22.953029,-43.196449,02D4,0B,E0B1,27DC02,0.0,1.0,4445.6,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,73.0
2025-08-20 09:34:22,2025-08-02 11:56:11,865209077285162,439,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,27.0,210.0,-22.95498,-43.197573,02D4,0B,E0B1,27DC0D,0.0,1.0,4445.9,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,19.0
2025-08-20 09:34:22,2025-08-02 11:57:39,865209077285162,440,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.2,,1.0,11.0,,18.0,208.0,-22.957267,-43.199004,02D4,0B,E0B1,0927F903,0.0,1.0,4446.1,06-15:53:47,4.0,,,,,,,,False,,,False,,88.0
2025-08-20 09:34:22,2025-08-02 12:00:40,865209077285162,442,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,11.0,,40.0,268.0,-22.962247,-43.208987,02D4,0B,C559,09281F0D,0.0,1.0,4447.4,06-15:56:47,4.0,,,,,,,,False,,,False,,181.0
2025-08-20 09:34:22,2025-08-02 12:03:40,865209077285162,444,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,11.0,,0.0,222.0,-22.962644,-43.2122,02D4,0B,C559,09383300,0.0,1.0,4447.6,06-15:59:47,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:22,2025-08-02 12:06:40,865209077285162,446,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.2,,1.0,11.0,,23.0,218.0,-22.963218,-43.212662,02D4,0B,C559,09383300,0.0,1.0,4447.8,06-16:02:47,4.0,,,,,,,,False,,,False,,180.0
2025-08-20 09:34:22,2025-08-02 12:09:32,865209077285162,447,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,47.0,208.0,-22.967322,-43.217347,02D4,0B,C559,27FC02,0.0,1.0,4448.4,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,172.0
2025-08-20 09:34:22,2025-08-02 12:09:40,865209077285162,448,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,11.0,,61.0,180.0,-22.968338,-43.217502,02D4,0B,C559,0927FC02,0.0,1.0,4448.6,06-16:05:47,4.0,,,,,,,,False,,,False,,8.0
2025-08-20 09:34:22,2025-08-02 12:10:57,865209077285162,450,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,25.0,254.0,-22.9777,-43.222716,02D4,0B,C559,27E415,0.0,1.0,4449.9,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,77.0
2025-08-20 09:34:22,2025-08-02 12:11:45,865209077285162,451,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,49.0,256.0,-22.978722,-43.227431,02D4,0B,C559,27E417,0.0,1.0,4450.3,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,48.0
2025-08-20 09:34:22,2025-08-02 12:12:06,865209077285162,452,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,37.0,240.0,-22.979524,-43.230258,02D4,0B,C559,27F416,0.0,1.0,4450.6,,,,1000110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,21.0
2025-08-20 09:34:22,2025-08-02 12:12:40,865209077285162,453,Posicionamento por tempo em movimento,77,GT06V4,555.0,14.1,,1.0,7.0,,47.0,234.0,-22.981182,-43.232818,02D4,0B,C559,092B5602,0.0,1.0,4451.0,06-16:08:47,4.0,,,,,,,,False,,,False,,34.0
2025-08-20 09:34:22,2025-08-02 12:12:51,865209077285162,454,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,57.0,236.0,-22.981929,-43.234018,02D4,0B,C559,2B5602,0.0,1.0,4451.1,,,,1110110.0,Carregamento on,Desativado,110,Rastreamento de GPS ativo,Oléo e eletricidade inativo,False,,,False,,11.0
2025-08-20 09:34:22,2025-08-02 12:13:16,865209077285162,455,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,1.0,12.0,,0.0,218.0,-22.983689,-43.237898,02D4,0B,C559,284F02,0.0,0.0,4451.6,,,,110.0,Carregamento on,Desativado,Normal,Rastreamento de GPS inativo,Oléo e eletricidade inativo,False,,,False,,25.0
