"lmsid_old","lmsserie","lmsidprotocolo","lmsdatahorainc","lmsbytes","lmsflagio","lmsmensagem","lmstipomensagem","lsmbytescompress","lmsdatahoraexibicao","lmsid","lmsiporigem","lmsportaorigem","lmsreceiverinstance","lmsidcanalcomunicacao"
NULL,"869412074480093",0,"2025-10-17 01:18:45.222",52,True,"78782F32190A1104122AC603398B60057D4CD00018C002D406C8970AB2BF02000000004ABD34050A00076165422D001D6B6B0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:21:41.236",15,True,"78780A134506040001001E25130D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:25:41.326",15,True,"78780A134506040001001F349A0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:29:41.44",15,True,"78780A1345060400010020FDEE0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:33:41.554",15,True,"78780A1345060400010021EC670D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:37:41.631",15,True,"78780A1345060400010022DEFC0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:41:41.733",15,True,"78780A1345060400010023CF750D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:45:41.832",15,True,"78780A1345060400010024BBCA0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:49:41.919",15,True,"78780A1345060400010025AA430D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:53:42.04",15,True,"78780A134506040001002698D80D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 01:57:42.127",15,True,"78780A134506040001002789510D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:01:42.218",15,True,"78780A134506040001002871A60D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:05:42.331",15,True,"78780A1345060400010029602F0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:09:42.421",15,True,"78780A134506040001002A52B40D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:13:42.51",15,True,"78780A134506040001002B433D0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:17:42.597",15,True,"78780A134506040001002C37820D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:18:46.619",52,True,"78782F32190A1105122AC603398B60057D4CD00018C002D406C8970AB2BF02000000004ABD34050000076165422D002D200F0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:21:42.681",15,True,"78780A134506030001002E244C0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:25:42.822",15,True,"78780A134506030001002F35C50D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:29:42.902",15,True,"78780A1345060300010030DDB30D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:33:42.985",15,True,"78780A1345060300010031CC3A0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:37:43.09",15,True,"78780A1345060300010032FEA10D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:41:43.196",15,True,"78780A1345060300010033EF280D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:45:43.288",15,True,"78780A13450603000100349B970D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:49:43.377",15,True,"78780A13450603000100358A1E0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:53:43.465",15,True,"78780A1345060300010036B8850D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 02:57:43.572",15,True,"78780A1345060300010037A90C0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:01:45.207",15,True,"78780A134506030001003851FB0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:05:43.765",15,True,"78780A134506030001003940720D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:09:43.854",15,True,"78780A134506030001003A72E90D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:13:43.961",15,True,"78780A134506030001003B63600D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:17:44.014",15,True,"78780A134506030001003C17DF0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:18:48.102",52,True,"78782F32190A1106122AC603398B60057D4CD00018C002D406C8970AB2BF02000000004ABD34050000076165422D003D9BE60D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:21:44.133",15,True,"78780A134506030001003E34CD0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:25:44.242",15,True,"78780A134506030001003F25440D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:29:44.352",15,True,"78780A1345060300010040AE340D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:33:44.465",15,True,"78780A1345060300010041BFBD0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:37:44.568",15,True,"78780A13450603000100428D260D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:41:44.884",15,True,"78780A13450603000100439CAF0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:45:44.726",15,True,"78780A1345060300010044E8100D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:49:45.096",15,True,"78780A1345060300010045F9990D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:53:44.938",15,True,"78780A1345060300010046CB020D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 03:57:45.009",15,True,"78780A1345060300010047DA8B0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:01:45.12",15,True,"78780A1345060300010048227C0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:05:45.206",15,True,"78780A134506030001004933F50D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:09:45.476",15,True,"78780A134506030001004A016E0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:13:45.465",15,True,"78780A134506030001004B10E70D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:17:45.656",15,True,"78780A134506030001004C64580D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:18:49.543",52,True,"78782F32190A1107122AC603398B60057D4CD00018C002D406C8970AB2BF02000000004ABD3404F600076165422D004DD4970D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:21:45.612",15,True,"78780A134506030001004E474A0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:25:46.8",15,True,"78780A134506030001004F56C30D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:29:45.795",15,True,"78780A1345060300010050BEB50D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:33:45.908",15,True,"78780A1345060300010051AF3C0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:37:45.963",15,True,"78780A13450603000100529DA70D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:41:46.084",15,True,"78780A13450603000100538C2E0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:45:46.173",15,True,"78780A1345060300010054F8910D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:49:46.362",15,True,"78780A1345060300010055E9180D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:53:46.355",15,True,"78780A1345060300010056DB830D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 04:57:46.492",15,True,"78780A1345060300010057CA0A0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:01:46.58",15,True,"78780A134506030001005832FD0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:05:46.647",15,True,"78780A134506030001005923740D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:09:46.776",15,True,"78780A134506030001005A11EF0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:13:46.858",15,True,"78780A134506030001005B00660D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:17:46.953",15,True,"78780A134506030001005C74D90D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:18:50.984",52,True,"78782F32190A1108122AC603398B60057D4CD00018C002D406C8970AB2BF02000000004ABD3404F600076165422D005DD2FC0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:21:47.243",15,True,"78780A134506030001005E57CB0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:25:47.814",15,True,"78780A134506030001005F46420D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:29:47.212",15,True,"78780A13450603000100608F360D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:33:47.326",15,True,"78780A13450603000100619EBF0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:37:47.636",15,True,"78780A1345060300010062AC240D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:41:48.193",15,True,"78780A1345060300010063BDAD0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:45:48.1",15,True,"78780A1345060300010064C9120D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:49:47.892",15,True,"78780A1345060300010065D89B0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:53:47.816",15,True,"78780A1345060300010066EA000D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 05:57:48.081",15,True,"78780A1345060300010067FB890D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:01:48.055",15,True,"78780A1345060300010068037E0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:05:48.104",15,True,"78780A1345060400010069222B0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:09:48.182",15,True,"78780A134506040001006A10B00D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:13:48.353",15,True,"78780A134506040001006B01390D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:17:48.38",15,True,"78780A134506040001006C75860D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:18:52.405",52,True,"78782F32190A1109122AC603398B60057D4CD00018C002D406C8970AB2BF0C000000004ABD3404F600076165422D006D80970D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:21:48.477",15,True,"78780A134506040001006E56940D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:25:48.568",15,True,"78780A134506040001006F471D0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:29:48.661",15,True,"78780A1345060400010070AF6B0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:33:48.77",15,True,"78780A1345060400010071BEE20D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:37:48.844",15,True,"78780A13450604000100728C790D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:41:48.941",15,True,"78780A13450604000100739DF00D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:45:49.037",15,True,"78780A1345060400010074E94F0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:49:49.14",15,True,"78780A1345060400010075F8C60D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:53:49.249",15,True,"78780A1345060400010076CA5D0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 06:57:49.338",15,True,"78780A1345060400010077DBD40D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:01:49.5",15,True,"78780A134506040001007823230D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:05:49.607",15,True,"78780A134506040001007932AA0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:09:49.698",15,True,"78780A134506040001007A00310D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:13:50.02",15,True,"78780A134506040001007B11B80D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:17:49.832",15,True,"78780A134506040001007C65070D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:18:53.86",52,True,"78782F32190A110A122AC603398B60057D4CD00018C002D406C8970AB2BF02000000004ABD3404F600076165422D007DC6410D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:21:49.997",15,True,"78780A134506040001007E46150D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:25:50.024",15,True,"78780A134506040001007F579C0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:29:50.862",15,True,"78780A134506040001008058E40D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:33:50.243",15,True,"78780A134506030001008179B10D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:37:50.34",15,True,"78780A13450603000100824B2A0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:41:50.406",15,True,"78780A13450603000100835AA30D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:45:50.521",15,True,"78780A13450604000100841EC00D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:49:50.605",15,True,"78780A13450604000100850F490D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:53:50.717",15,True,"78780A13450604000100863DD20D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 07:57:51.338",15,True,"78780A13450604000100872C5B0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:01:50.941",15,True,"78780A1345060400010088D4AC0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:05:51.027",15,True,"78780A1345060400010089C5250D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:09:51.662",15,True,"78780A134506040001008AF7BE0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:13:51.206",15,True,"78780A134506040001008BE6370D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:17:51.306",15,True,"78780A134506040001008C92880D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:18:55.497",52,True,"78782F32190A110B122AC603398B60057D4CD00018C002D406C8970AB2BF0B000000004ABD3404F600076165422D008DA8B10D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:21:51.439",15,True,"78780A134506040001008EB19A0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:25:51.506",15,True,"78780A134506040001008FA0130D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:29:51.588",15,True,"78780A134506040001009048650D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:33:51.679",15,True,"78780A134506040001009159EC0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:37:51.789",15,True,"78780A13450604000100926B770D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:41:51.889",15,True,"78780A13450604000100937AFE0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:45:51.999",15,True,"78780A13450604000100940E410D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:49:52.093",15,True,"78780A13450604000100951FC80D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:53:52.188",15,True,"78780A13450604000100962D530D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 08:57:52.265",15,True,"78780A13450604000100973CDA0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 09:01:52.336",15,True,"78780A1345060400010098C42D0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 09:05:52.458",15,True,"78780A1345060400010099D5A40D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
NULL,"869412074480093",0,"2025-10-17 09:09:52.956",15,True,"78780A134506040001009AE73F0D0A",0,0,NULL,NULL,"10.244.39.197",46630,NULL,NULL
