Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Alimentação interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM
2025-08-08 16:14:19,2025-08-08 16:14:18,0868022036382377,444,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,206,-27.576380,-48.599218,02D4,05,9FF4,53A000,0,1,38476.7,,,
2025-08-08 16:14:20,,0868022036382377,445,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:14:22,,0868022036382377,446,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:17:26,,0868022036382377,448,Login,77,GT06V4,,,,,,,,,,,,,,,,,,,,
2025-08-08 16:17:28,,0868022036382377,449,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:17:29,2025-08-08 16:17:19,0868022036382377,450,Temporizada,77,GT06V4,555,14.20,,1,11,,23,214,-27.588311,-48.605622,02D4,05,9FF4,0753A104,0,1,38478.1,31-15:07:59,4,
2025-08-08 16:20:19,2025-08-08 16:20:19,0868022036382377,451,Temporizada,77,GT06V4,555,14.00,,1,11,,7,288,-27.590558,-48.607947,02D4,05,9CD4,07540804,0,1,38478.7,31-15:10:59,4,
2025-08-08 16:21:28,,0868022036382377,452,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:22:49,2025-08-08 16:22:47,0868022036382377,453,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,294,-27.588689,-48.612102,02D4,05,9CD4,53A92E,0,1,38479.1,,,
2025-08-08 16:22:51,,0868022036382377,454,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:23:48,2025-08-08 16:23:47,0868022036382377,455,Temporizada,77,GT06V4,555,13.90,,0,10,,0,294,-27.588689,-48.612102,02D4,05,9CD4,0753A92E,0,1,38479.1,31-15:13:27,4,
2025-08-08 16:24:05,2025-08-08 16:24:02,0868022036382377,456,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,294,-27.588689,-48.612102,02D4,05,9CD4,53A92E,0,1,38479.1,,,
2025-08-08 16:24:06,,0868022036382377,457,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:25:28,,0868022036382377,458,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:27:03,2025-08-08 16:27:02,0868022036382377,459,Temporizada,77,GT06V4,555,13.90,,1,11,,0,194,-27.586507,-48.616391,02D4,05,9CD4,07541C01,0,1,38480.1,31-15:16:27,4,
2025-08-08 16:28:20,2025-08-08 16:28:19,0868022036382377,460,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,6,192,-27.587887,-48.616782,02D4,05,9CD4,543F1C,0,1,38480.4,,,
2025-08-08 16:28:20,,0868022036382377,461,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:28:25,2025-08-08 16:28:25,0868022036382377,462,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,6,192,-27.587887,-48.616782,02D4,05,9CD4,543F1C,0,1,38480.4,,,
2025-08-08 16:28:26,,0868022036382377,463,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:29:29,,0868022036382377,464,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:30:32,2025-08-08 16:30:31,0868022036382377,465,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,9,196,-27.590244,-48.617600,02D4,05,9CD4,540300,0,1,38480.6,,,
2025-08-08 16:30:32,,0868022036382377,466,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:31:31,2025-08-08 16:31:31,0868022036382377,467,Temporizada,77,GT06V4,555,13.90,,0,11,,9,196,-27.590244,-48.617600,02D4,05,9CD4,07540300,0,1,38480.6,31-15:19:50,4,
2025-08-08 16:33:29,,0868022036382377,468,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:33:32,,0868022036382377,469,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:34:11,2025-08-08 16:34:10,0868022036382377,470,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,196,-27.590244,-48.617600,02D4,05,9CD4,540309,0,1,38480.6,,,
2025-08-08 16:34:12,,0868022036382377,471,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:34:14,,0868022036382377,472,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:37:11,2025-08-08 16:37:10,0868022036382377,473,Temporizada,77,GT06V4,555,13.90,,1,10,,0,256,-27.602349,-48.629804,02D4,05,9CD4,0753A504,0,1,38482.6,31-15:22:50,4,
2025-08-08 16:37:17,2025-08-08 16:37:17,0868022036382377,474,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,256,-27.602347,-48.629809,02D4,05,9CD4,53A504,0,1,38482.6,,,
2025-08-08 16:37:18,,0868022036382377,475,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:37:29,,0868022036382377,476,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:38:16,2025-08-08 16:38:16,0868022036382377,477,Temporizada,77,GT06V4,555,13.90,,0,10,,0,256,-27.602347,-48.629809,02D4,05,9CD4,0753A504,0,1,38482.6,31-15:22:56,4,
2025-08-08 16:40:17,,0868022036382377,478,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:40:34,2025-08-08 16:40:34,0868022036382377,479,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,256,-27.602347,-48.629809,02D4,05,9CD4,53A504,0,1,38482.6,,,
2025-08-08 16:40:35,,0868022036382377,480,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:40:37,,0868022036382377,481,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:41:29,,0868022036382377,482,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:43:34,2025-08-08 16:43:33,0868022036382377,483,Temporizada,77,GT06V4,555,14.30,,1,11,,81,220,-27.631182,-48.660156,02D4,05,9CD4,07538206,0,1,38486.9,31-15:25:56,4,
2025-08-08 16:45:29,,0868022036382377,484,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:46:34,2025-08-08 16:46:34,0868022036382377,485,Temporizada,77,GT06V4,555,14.30,,1,11,,80,158,-27.659782,-48.677436,02D4,05,9CD4,0754712C,0,1,38490.7,31-15:28:56,4,
2025-08-08 16:49:29,,0868022036382377,486,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:49:34,2025-08-08 16:49:34,0868022036382377,487,Temporizada,77,GT06V4,555,14.20,,1,11,,86,158,-27.693180,-48.663324,02D4,05,9CD4,0753CB05,0,1,38494.6,31-15:31:56,4,
2025-08-08 16:50:59,2025-08-08 16:51:00,0868022036382377,488,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,101,128,-27.711044,-48.652622,02D4,05,9CD4,538B2D,0,1,38496.8,,,
2025-08-08 16:52:04,2025-08-08 16:52:05,0868022036382377,489,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,86,164,-27.724980,-48.643533,02D4,05,FC24,53DF05,0,1,38498.6,,,
2025-08-08 16:52:34,2025-08-08 16:52:34,0868022036382377,490,Temporizada,77,GT06V4,555,14.40,,1,10,,101,164,-27.731409,-48.641462,02D4,05,FC24,0753DF01,0,1,38499.4,31-15:34:56,4,
2025-08-08 16:52:42,2025-08-08 16:52:43,0868022036382377,491,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,102,164,-27.733636,-48.640764,02D4,05,FC24,53DF01,0,1,38499.6,,,
2025-08-08 16:53:29,,0868022036382377,492,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:55:34,2025-08-08 16:55:34,0868022036382377,493,Temporizada,77,GT06V4,555,14.40,,1,11,,100,190,-27.774627,-48.634258,02D4,05,9EC8,07538804,0,1,38504.4,31-15:37:56,4,
2025-08-08 16:56:02,2025-08-08 16:56:03,0868022036382377,494,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,91,184,-27.781560,-48.635689,02D4,05,9EC8,538805,0,1,38505.2,,,
2025-08-08 16:57:29,,0868022036382377,495,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 16:58:34,2025-08-08 16:58:34,0868022036382377,496,Temporizada,77,GT06V4,555,14.30,,1,10,,62,130,-27.808804,-48.638138,02D4,05,9EC8,07538C2C,0,1,38508.3,31-15:40:56,4,
2025-08-08 17:00:13,2025-08-08 17:00:14,0868022036382377,497,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,102,174,-27.827616,-48.630147,02D4,05,9EC8,538C01,0,1,38510.6,,,
2025-08-08 17:01:29,,0868022036382377,498,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:01:34,2025-08-08 17:01:34,0868022036382377,499,Temporizada,77,GT06V4,555,14.40,,1,11,,98,202,-27.847036,-48.636924,02D4,05,9EC8,07538C02,0,1,38512.9,31-15:43:56,4,
2025-08-08 17:02:53,2025-08-08 17:02:54,0868022036382377,500,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,91,182,-27.864560,-48.646058,02D4,05,9EC8,538502,0,1,38515.1,,,
2025-08-08 17:03:20,2025-08-08 17:03:21,0868022036382377,501,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,106,184,-27.871204,-48.646604,02D4,05,9EC8,538502,0,1,38515.8,,,
2025-08-08 17:04:10,2025-08-08 17:04:10,0868022036382377,502,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,76,192,-27.883420,-48.647778,02D4,05,9EC8,538C06,0,1,38517.2,,,
2025-08-08 17:04:44,2025-08-08 17:04:34,0868022036382377,503,Temporizada,77,GT06V4,555,14.30,,1,11,,76,174,-27.886862,-48.647969,02D4,05,9EC8,07538506,0,1,38517.6,31-15:46:56,4,
2025-08-08 17:04:44,2025-08-08 17:04:34,0868022036382377,503,Temporizada,77,GT06V4,555,14.30,,1,11,,76,174,-27.886862,-48.647969,02D4,05,9EC8,07538506,0,1,38517.6,31-15:46:56,4,
2025-08-08 17:05:29,2025-08-08 17:05:29,0868022036382377,504,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,104,184,-27.899749,-48.648924,02D4,05,9EC8,54830A,0,1,38519.0,,,
2025-08-08 17:05:30,,0868022036382377,505,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 17:07:11,2025-08-08 17:07:11,0868022036382377,506,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,93,204,-27.924091,-48.657107,02D4,05,9EC8,539004,0,1,38521.8,,,
2025-08-08 17:07:35,2025-08-08 17:07:34,0868022036382377,507,Temporizada,77,GT06V4,555,14.40,,1,11,,95,204,-27.928918,-48.659671,02D4,05,9EC8,07539004,0,1,38522.4,31-15:49:56,4,
2025-08-08 17:09:26,2025-08-08 17:09:26,0868022036382377,508,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,101,208,-27.953016,-48.674631,02D4,05,9EC8,538F04,0,1,38525.4,,,
2025-08-08 17:09:29,,0868022036382377,509,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:10:21,2025-08-08 17:10:21,0868022036382377,510,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,90,180,-27.965329,-48.679773,02D4,05,9EC8,538F04,0,1,38526.9,,,
2025-08-08 17:10:35,2025-08-08 17:10:34,0868022036382377,511,Temporizada,77,GT06V4,555,14.30,,1,11,,92,178,-27.968282,-48.679693,02D4,05,9EC8,07538F05,0,1,38527.3,31-15:52:56,4,
2025-08-08 17:11:05,2025-08-08 17:11:05,0868022036382377,512,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,103,178,-27.975664,-48.679476,02D4,05,9EC8,538F05,0,1,38528.1,,,
2025-08-08 17:11:54,2025-08-08 17:11:54,0868022036382377,513,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,90,200,-27.987851,-48.679778,02D4,05,9EC8,538F05,0,1,38529.4,,,
2025-08-08 17:14:46,,0868022036382377,517,Login,77,GT06V4,,,,,,,,,,,,,,,,,,,,
2025-08-08 17:14:48,,0868022036382377,518,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 17:14:49,2025-08-08 17:13:34,0868022036382377,515,Temporizada,77,GT06V4,555,14.40,,1,3,,0,216,-28.000800,-48.692951,02D4,05,9EC8,07539004,0,0,38531.4,31-15:55:56,4,
2025-08-08 17:17:02,2025-08-08 17:17:01,0868022036382377,519,Temporizada,77,GT06V4,555,14.10,,1,10,,11,176,-28.012740,-48.695120,02D4,05,9EC8,07539005,0,1,38532.8,31-15:59:22,4,
2025-08-08 17:18:43,,0868022036382377,520,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 17:19:28,2025-08-08 17:19:28,0868022036382377,521,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,105,204,-28.033771,-48.708160,02D4,05,9EC8,539005,0,1,38535.6,,,
2025-08-08 17:20:02,2025-08-08 17:20:01,0868022036382377,522,Temporizada,77,GT06V4,555,14.20,,1,11,,101,208,-28.041347,-48.712818,02D4,05,9EC8,07539005,0,1,38536.6,31-16:02:22,4,
2025-08-08 17:21:14,2025-08-08 17:21:07,0868022036382377,523,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,92,174,-28.057049,-48.717858,02D4,05,9EC8,536804,0,1,38538.3,,,
2025-08-08 17:22:43,,0868022036382377,524,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-08 17:23:02,2025-08-08 17:23:01,0868022036382377,525,Temporizada,77,GT06V4,555,14.40,,1,11,,85,172,-28.081567,-48.711244,02D4,05,9EC8,07536804,0,1,38541.2,31-16:05:22,4,
2025-08-08 17:23:28,2025-08-08 17:23:28,0868022036382377,526,Exesso de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,105,174,-28.088102,-48.710520,02D4,05,9EC8,536804,0,1,38541.9,,,
2025-08-08 17:26:02,2025-08-08 17:26:01,0868022036382377,527,Temporizada,77,GT06V4,555,14.30,,1,12,,98,156,-28.124900,-48.695627,02D4,05,9EC8,07536804,0,1,38546.2,31-16:08:22,4,
2025-08-08 17:26:14,2025-08-08 17:26:15,0868022036382377,528,Retorno de velocidade,77,GT06V4,,,Bateria extremamente alta,,12,,89,154,-28.127862,-48.694173,02D4,05,9EC8,536804,0,1,38546.6,,,
2025-08-08 17:26:43,,0868022036382377,529,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:29:02,2025-08-08 17:29:02,0868022036382377,530,Temporizada,77,GT06V4,555,14.30,,1,12,,55,34,-28.121587,-48.691169,02D4,05,9EC8,07536804,0,1,38548.4,31-16:11:22,4,
2025-08-08 17:30:43,,0868022036382377,531,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:32:02,2025-08-08 17:32:02,0868022036382377,532,Temporizada,77,GT06V4,555,13.00,,1,11,,0,16,-28.111020,-48.682080,02D4,05,9EC8,07536804,0,1,38549.9,31-16:14:22,4,
2025-08-08 17:33:07,2025-08-08 17:33:07,0868022036382377,533,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,16,-28.110982,-48.682004,02D4,05,9EC8,536804,0,1,38549.9,,,
2025-08-08 17:33:08,,0868022036382377,534,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:34:06,2025-08-08 17:34:07,0868022036382377,535,Temporizada,77,GT06V4,555,13.10,,0,11,,0,16,-28.110982,-48.682004,02D4,05,9EC8,07536804,0,1,38549.9,31-16:15:27,4,
2025-08-08 17:34:43,,0868022036382377,536,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:36:07,,0868022036382377,537,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:38:43,,0868022036382377,538,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:42:43,,0868022036382377,539,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:46:43,,0868022036382377,540,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:50:43,,0868022036382377,541,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:54:44,,0868022036382377,542,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-08 17:58:44,,0868022036382377,543,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
