Data/Hora Inclusão,Data/Hora Evento,IMEI,Sequência,Tipo Mensagem,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Alimentação Externa,Bateria interna,Analog Input Status,Satélites,Duração da Ignição,Velocidade,Azimuth,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Realtime positioning,GPS valido,Hodômetro Total,Horímetro Total,Tipo de Rede,Qualidade do sinal de GSM
2025-08-11 14:54:33,,123456789012345,106,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,107,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,108,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,109,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,110,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,111,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,112,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,113,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,114,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,115,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,116,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,,123456789012345,117,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:33,2025-08-01 08:39:35,123456789012345,118,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,312,-22.845149,-43.252093,02D4,02,7DBA,1A07C9,0,1,11307.4,,,
2025-08-11 14:54:34,,123456789012345,119,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,120,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,121,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,2025-08-01 08:42:36,123456789012345,122,Temporizada,77,GT06V4,555,14.20,,1,11,,23,46,-22.844300,-43.250649,02D4,02,7DBA,021A07CA,0,1,11307.6,16-15:54:04,4,
2025-08-11 14:54:34,,123456789012345,123,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,2025-08-01 08:45:36,123456789012345,124,Temporizada,77,GT06V4,555,14.10,,1,12,,29,184,-22.849922,-43.247676,02D4,02,7DBA,021A0A09,0,1,11308.4,16-15:57:04,4,
2025-08-11 14:54:34,2025-08-01 08:48:36,123456789012345,125,Temporizada,77,GT06V4,555,14.20,,1,12,,64,298,-22.835947,-43.259556,02D4,02,7DBA,021A08CC,0,1,11311.0,16-16:00:04,4,
2025-08-11 14:54:34,,123456789012345,126,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,2025-08-01 08:51:36,123456789012345,127,Temporizada,77,GT06V4,555,14.20,,1,12,,79,308,-22.818107,-43.285658,02D4,02,7DBA,0217E10B,0,1,11314.3,16-16:03:04,4,
2025-08-11 14:54:34,,123456789012345,128,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,2025-08-01 08:54:36,123456789012345,129,Temporizada,77,GT06V4,555,14.30,,1,12,,58,244,-22.819320,-43.310702,02D4,02,7DBA,0217D915,0,1,11317.1,16-16:06:04,4,
2025-08-11 14:54:34,,123456789012345,130,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-11 14:54:34,2025-08-01 08:57:36,123456789012345,131,Temporizada,77,GT06V4,555,14.30,,1,12,,61,300,-22.812102,-43.331658,02D4,02,7DB3,0217D7C9,0,1,11319.4,16-16:09:04,4,
2025-08-11 14:54:34,2025-08-01 09:00:36,123456789012345,132,Temporizada,77,GT06V4,555,14.10,,1,12,,0,356,-22.805236,-43.339702,02D4,02,7DB3,021B3415,0,1,11320.7,16-16:12:04,4,
2025-08-11 14:54:34,,123456789012345,133,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-11 14:54:34,2025-08-01 09:03:17,123456789012345,134,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,226,-22.805000,-43.340653,02D4,02,7DB3,1B3415,0,1,11321.0,,,
2025-08-11 14:54:34,,123456789012345,135,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,2025-08-01 09:03:20,123456789012345,136,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,226,-22.805000,-43.340653,02D4,02,7DB3,1B3415,0,1,11321.0,,,
2025-08-11 14:54:34,,123456789012345,137,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,2025-08-01 09:03:37,123456789012345,138,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,226,-22.805002,-43.340662,02D4,02,7DB3,1B3415,0,1,11321.0,,,
2025-08-11 14:54:34,,123456789012345,139,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,2025-08-01 09:04:36,123456789012345,140,Temporizada,77,GT06V4,555,12.40,,0,11,,0,226,-22.805002,-43.340662,02D4,02,7DB3,021B3415,0,1,11321.0,16-16:15:00,4,
2025-08-11 14:54:34,,123456789012345,141,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,142,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,143,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,144,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,145,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,146,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,147,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,148,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,149,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,150,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,151,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:34,,123456789012345,152,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,153,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,154,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,155,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,156,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,2025-08-01 10:03:36,123456789012345,157,Temporizada,77,GT06V4,555,12.50,,0,11,,0,226,-22.805002,-43.340662,02D4,02,7DB3,021B3415,0,1,11321.0,16-16:15:00,4,
2025-08-11 14:54:35,,123456789012345,158,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,159,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,160,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,161,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,162,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,163,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,164,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,165,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,166,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,167,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,168,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,169,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,170,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,171,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,172,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-11 14:54:35,2025-08-01 11:03:36,123456789012345,173,Temporizada,77,GT06V4,555,12.40,,0,11,,0,226,-22.805002,-43.340662,02D4,02,7DB3,021B3409,0,1,11321.0,16-16:15:00,4,
2025-08-11 14:54:35,,123456789012345,174,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,175,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,176,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,177,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,178,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,2025-08-01 11:21:14,123456789012345,179,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,226,-22.805002,-43.340662,02D4,02,7DB3,1B3416,0,1,11321.0,,,
2025-08-11 14:54:35,,123456789012345,180,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,,123456789012345,181,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,2025-08-01 11:22:05,123456789012345,182,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,8,90,-22.804744,-43.340476,02D4,02,7DB3,1B3415,0,1,11321.0,,,
2025-08-11 14:54:35,,123456789012345,183,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:35,2025-08-01 11:23:05,123456789012345,184,Temporizada,77,GT06V4,555,12.70,,0,13,,8,90,-22.804744,-43.340476,02D4,02,7DB3,021B3415,0,1,11321.0,16-16:15:48,4,
2025-08-11 14:54:35,,123456789012345,185,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,186,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,187,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,188,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,189,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,190,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 11:44:50,123456789012345,191,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,90,-22.804744,-43.340476,02D4,02,7DB3,1B3415,0,1,11321.0,,,
2025-08-11 14:54:36,,123456789012345,192,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,193,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 11:45:09,123456789012345,194,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,90,-22.804744,-43.340476,02D4,02,7DB3,1B3415,0,0,11321.0,,,
2025-08-11 14:54:36,,123456789012345,195,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,196,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 11:46:08,123456789012345,197,Temporizada,77,GT06V4,555,12.30,,0,6,,0,90,-22.804438,-43.340209,02D4,02,7DB3,021B3415,0,1,11321.0,16-16:16:06,4,
2025-08-11 14:54:36,2025-08-01 11:47:36,123456789012345,198,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,90,-22.804438,-43.340209,02D4,02,7DB3,1B3415,0,1,11321.0,,,
2025-08-11 14:54:36,,123456789012345,199,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 11:48:07,123456789012345,200,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,76,-22.804904,-43.340813,02D4,02,7DB3,1B3415,0,1,11321.0,,,
2025-08-11 14:54:36,,123456789012345,201,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 11:49:06,123456789012345,202,Temporizada,77,GT06V4,555,12.60,,0,9,,0,76,-22.804904,-43.340813,02D4,02,7DB3,021B3415,0,1,11321.0,16-16:16:37,4,
2025-08-11 14:54:36,,123456789012345,203,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,204,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,205,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 11:54:30,123456789012345,206,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,76,-22.804904,-43.340813,02D4,02,7DB3,1B3415,0,1,11321.0,,,
2025-08-11 14:54:36,,123456789012345,207,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,208,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,,123456789012345,209,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-11 14:54:36,2025-08-01 11:57:30,123456789012345,210,Temporizada,77,GT06V4,555,14.20,,1,11,,52,210,-22.807424,-43.339800,02D4,02,7DB3,021B3402,0,1,11321.6,16-16:19:37,4,
2025-08-11 14:54:36,2025-08-01 12:00:30,123456789012345,211,Temporizada,77,GT06V4,555,14.30,,1,11,,77,120,-22.817042,-43.323187,02D4,02,7DB3,0217D7D9,0,1,11324.8,16-16:22:37,4,
2025-08-11 14:54:36,,123456789012345,212,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 12:03:30,123456789012345,213,Temporizada,77,GT06V4,555,14.20,,1,11,,50,74,-22.815227,-43.298911,02D4,02,7DBA,0217CDD9,0,1,11327.7,16-16:25:37,4,
2025-08-11 14:54:36,,123456789012345,214,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,03
2025-08-11 14:54:36,2025-08-01 12:06:30,123456789012345,215,Temporizada,77,GT06V4,555,14.30,,1,11,,41,130,-22.819749,-43.284009,02D4,02,7DBA,0217E10F,0,1,11329.4,16-16:28:37,4,
2025-08-11 14:54:36,,123456789012345,216,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 12:09:30,123456789012345,217,Temporizada,77,GT06V4,555,14.20,,1,11,,72,118,-22.835789,-43.260640,02D4,02,7DBA,0213E501,0,1,11332.4,16-16:31:37,4,
2025-08-11 14:54:36,2025-08-01 12:12:11,123456789012345,218,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845107,-43.252067,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:36,,123456789012345,219,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 12:12:14,123456789012345,220,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845107,-43.252067,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:36,,123456789012345,221,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:36,2025-08-01 12:12:17,123456789012345,222,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845109,-43.252071,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:37,,123456789012345,223,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,224,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,2025-08-01 12:13:16,123456789012345,225,Temporizada,77,GT06V4,555,12.70,,0,11,,0,148,-22.845109,-43.252071,02D4,02,7DBA,021A07C9,0,1,11334.0,16-16:34:20,4,
2025-08-11 14:54:37,,123456789012345,226,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,227,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,228,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,229,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,230,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,231,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,232,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,233,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,234,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,235,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,236,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,237,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,2025-08-01 12:59:32,123456789012345,238,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845109,-43.252071,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:37,,123456789012345,239,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,240,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,2025-08-01 12:59:36,123456789012345,241,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845109,-43.252071,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:37,,123456789012345,242,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,2025-08-01 13:00:36,123456789012345,243,Temporizada,77,GT06V4,555,12.30,,0,11,,0,148,-22.845109,-43.252071,02D4,02,7DBA,021A07C9,0,1,11334.0,16-16:34:24,4,
2025-08-11 14:54:37,,123456789012345,244,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,245,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,246,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,247,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,248,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,249,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,2025-08-01 13:19:52,123456789012345,250,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845109,-43.252071,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:37,,123456789012345,251,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,,123456789012345,252,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,2025-08-01 13:19:56,123456789012345,253,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845109,-43.252071,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:37,,123456789012345,254,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,2025-08-01 13:19:58,123456789012345,255,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845109,-43.252071,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:37,,123456789012345,256,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:37,2025-08-01 13:20:04,123456789012345,257,IGF,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845118,-43.252044,02D4,02,7DBA,1A07C9,0,1,11334.0,,,
2025-08-11 14:54:38,,123456789012345,258,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:38,2025-08-01 13:21:04,123456789012345,259,Temporizada,77,GT06V4,555,12.40,,0,7,,0,148,-22.845118,-43.252044,02D4,02,7DBA,021A07C9,0,1,11334.0,16-16:34:34,4,
2025-08-11 14:54:38,,123456789012345,260,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:38,,123456789012345,261,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:38,,123456789012345,262,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:38,,123456789012345,263,Heartbeat,77,GT06V4,,,Bateria extremamente alta,,,,,,,,,,,,,,,,,04
2025-08-11 14:54:38,2025-08-01 13:29:57,123456789012345,264,IGN,77,GT06V4,,,Bateria extremamente alta,,12,,0,148,-22.845118,-43.252044,02D4,02,7DBA,1A07DD,0,1,11334.0,,,
